"Symbol","Name","LastSale","MarketCap","ADR TSO","IPO year","Sector","Industry","SummaryQuote",
"PUB","People&#39;s Utah Bancorp","36.3","678066285.6","n/a","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/pub",
"PEP","Pepsico, Inc.","109.56","155339513213.28","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/pep",
"PRCP","Perceptron, Inc.","11.89","113574052.85","n/a","1992","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/prcp",
"PRFT","Perficient, Inc.","26.7","936040723.5","n/a","1999","Technology","EDP Services","https://www.nasdaq.com/symbol/prft",
"PFGC","Performance Food Group Company","37.45","3904065991.35","n/a","2015","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/pfgc",
"PFMT","Performant Financial Corporation","2.13","109719891.18","n/a","2012","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/pfmt",
"PERI","Perion Network Ltd","1.15","89182579.35","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/peri",
"PKI","PerkinElmer, Inc.","74.32","8222346452.72","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/pki",
"PESI","Perma-Fix Environmental Services, Inc.","4.5","53583939","n/a","n/a","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/pesi",
"PPIH","Perma-Pipe International Holdings, Inc.","9.2","71077746.4","n/a","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/ppih",
"PBT","Permian Basin Royalty Trust","9.23","430199187.08","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/pbt",
"PRT","PermRock Royalty Trust","16.29","198179774.28","n/a","2018","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/prt",
"PTX","Pernix Therapeutics Holdings, Inc.","2.52","29921376.24","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptx",
"PRGO","Perrigo Company","76.23","10554966797.76","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prgo",
"PERY","Perry Ellis International Inc.","28.37","450823925.16","n/a","1993","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/pery",
"PGLC","Pershing Gold Corporation","1.76","59055372.64","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/pglc",
"PRSP","Perspecta Inc.","21.97","3640396594.25","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/prsp",
"PETQ","PetIQ, Inc.","27.86","683505093.04","n/a","2017","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/petq",
"PETS","PetMed Express, Inc.","42.62","877997785.1","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/pets",
"PTR","PetroChina Company Limited","72.48","132653604709.44","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ptr",
"PBR","Petroleo Brasileiro S.A.- Petrobras","10.42","67961829005.3","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/pbr",
"PBR.A","Petroleo Brasileiro S.A.- Petrobras","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pbr.a",
"PFNX","Pfenex Inc.","5.52","130181389.2","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pfnx",
"PFE","Pfizer, Inc.","37.11","217077581591.28","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pfe",
"PFSW","PFSweb, Inc.","9.81","187835689.89","n/a","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/pfsw",
"GHY","PGIM Global Short Duration High Yield Fund, Inc.","13.71","561066381.09","n/a","2012","n/a","n/a","https://www.nasdaq.com/symbol/ghy",
"ISD","PGIM Short Duration High Yield Fund, Inc.","14.01","465926703.24","n/a","2012","n/a","n/a","https://www.nasdaq.com/symbol/isd",
"PGTI","PGT Innovations, Inc.","21.35","1067001349.4","n/a","2006","Capital Goods","Building Products","https://www.nasdaq.com/symbol/pgti",
"PGTI","PGT Innovations, Inc.","21.35","1067001349.4","n/a","2006","Capital Goods","Building Products","https://www.nasdaq.com/symbol/pgti",
"PHH","PHH Corp","10.88","354225534.72","n/a","2002","Finance","Diversified Financial Services","https://www.nasdaq.com/symbol/phh",
"PHII","PHI, Inc.","10.5","166010838","n/a","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/phii",
"PHIIK","PHI, Inc.","9.7","153362393.2","n/a","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/phiik",
"PAHC","Phibro Animal Health Corporation","47.25","1905370330.5","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pahc",
"PM","Philip Morris International Inc","82.26","127871008618.5","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/pm",
"PSX","Phillips 66","111.18","51791751656.28","n/a","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/psx",
"PSXP","Phillips 66 Partners LP","50.53","6152571910.22","n/a","2013","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/psxp",
"FENG","Phoenix New Media Limited","4.54","328428898.18","n/a","2011","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/feng",
"PLAB","Photronics, Inc.","8.3","580453826.8","n/a","1987","Technology","Semiconductors","https://www.nasdaq.com/symbol/plab",
"DOC","Physicians Realty Trust","16.1","2930269020.7","n/a","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/doc",
"PICO","PICO Holdings Inc.","12.25","275871874.25","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/pico",
"PLLL","Piedmont Lithium Limited","13.95","5827389.3","417734","n/a","n/a","n/a","https://www.nasdaq.com/symbol/plll",
"PDM","Piedmont Office Realty Trust, Inc.","20.4","2614555392","n/a","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/pdm",
"PIR","Pier 1 Imports, Inc.","2.58","212782920","n/a","n/a","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/pir",
"PIRS","Pieris Pharmaceuticals, Inc.","5.46","294732760.14","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/pirs",
"PPC","Pilgrim&#39;s Pride Corporation","20.33","5061776797.47","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/ppc",
"PCQ","PIMCO California Municipal Income Fund","16.9902","318570412.599","n/a","2001","n/a","n/a","https://www.nasdaq.com/symbol/pcq",
"PCK","Pimco California Municipal Income Fund II","8.3","265475342.3","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/pck",
"PZC","PIMCO California Municipal Income Fund III","10.46","232840081.16","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/pzc",
"PCM","PIMCO Commercial Mortgage Securities Trust, Inc.","11.5462","133669237.4186","n/a","1993","n/a","n/a","https://www.nasdaq.com/symbol/pcm",
"PTY","Pimco Corporate & Income Opportunity Fund","17.69","1436236045.81","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/pty",
"PCN","Pimco Corporate & Income Stategy Fund","17.96","705915052.12","n/a","2001","n/a","n/a","https://www.nasdaq.com/symbol/pcn",
"PCI","PIMCO Dynamic Credit and Mortgage Income Fund","23.77","3261752012.44","n/a","2013","n/a","n/a","https://www.nasdaq.com/symbol/pci",
"PDI","PIMCO Dynamic Income Fund","32.2","1689248418.2","n/a","2012","n/a","n/a","https://www.nasdaq.com/symbol/pdi",
"PGP","Pimco Global Stocksplus & Income Fund","15.48","166631843.88","n/a","2005","n/a","n/a","https://www.nasdaq.com/symbol/pgp",
"PHK","Pimco High Income Fund","8.69","1123144116.27","n/a","2003","n/a","n/a","https://www.nasdaq.com/symbol/phk",
"PKO","Pimco Income Opportunity Fund","27.72","419249171.88","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pko",
"PFL","PIMCO Income Strategy Fund","12.1","308708219.6","n/a","2003","n/a","n/a","https://www.nasdaq.com/symbol/pfl",
"PFN","PIMCO Income Strategy Fund II","10.62","632605586.22","n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/pfn",
"PMF","PIMCO Municipal Income Fund","13.26","340759988.4","n/a","2001","n/a","n/a","https://www.nasdaq.com/symbol/pmf",
"PML","Pimco Municipal Income Fund II","13.27","823378034.87","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/pml",
"PMX","PIMCO Municipal Income Fund III","11.57","380205645.95","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/pmx",
"PNF","PIMCO New York Municipal Income Fund","12.52","97235265.4","n/a","2001","n/a","n/a","https://www.nasdaq.com/symbol/pnf",
"PNI","Pimco New York Municipal Income Fund II","10.57","117769914.71","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/pni",
"PYN","PIMCO New York Municipal Income Fund III","9.26","52848857.2","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/pyn",
"RCS","PIMCO Strategic Income Fund, Inc.","9.81","420911175.78","n/a","1994","n/a","n/a","https://www.nasdaq.com/symbol/rcs",
"PME","Pingtan Marine Enterprise Ltd.","2.79","220563597.87","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pme",
"PNK","Pinnacle Entertainment, Inc.","34.35","2009291845.8","n/a","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/pnk",
"PNFP","Pinnacle Financial Partners, Inc.","62.75","4886238335","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pnfp",
"PF","Pinnacle Foods, Inc.","65.44","7799414571.52","n/a","2013","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/pf",
"PNW","Pinnacle West Capital Corporation","82.74","9261350320.32","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pnw",
"HNW","Pioneer Diversified High Income Trust","14.52","120992110.8","n/a","2007","n/a","n/a","https://www.nasdaq.com/symbol/hnw",
"PES","Pioneer Energy Services Corp.","5.6","435713230.4","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/pes",
"PHD","Pioneer Floating Rate Trust","11.17","276325403.58","n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/phd",
"PHT","Pioneer High Income Trust","9.26","270686199.46","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pht",
"MAV","Pioneer Municipal High Income Advantage Trust","10.93","261216288.6","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mav",
"MHI","Pioneer Municipal High Income Trust","11.62","264603075.38","n/a","2003","n/a","n/a","https://www.nasdaq.com/symbol/mhi",
"PXD","Pioneer Natural Resources Company","185.02","31532491054.46","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/pxd",
"PPSI","Pioneer Power Solutions, Inc.","5.15","44939131.75","n/a","n/a","Consumer Durables","Electrical Products","https://www.nasdaq.com/symbol/ppsi",
"PJC","Piper Jaffray Companies","77.15","1172550156.55","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/pjc",
"PBI","Pitney Bowes Inc.","9.11","1708582240.01","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/pbi",
"PBI^B","Pitney Bowes Inc.","24.87","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pbi^b",
"PVTL","Pivotal Software, Inc.","23.74","6105357527.8","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/pvtl",
"PXLW","Pixelworks, Inc.","3.59","127741175","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/pxlw",
"PJT","PJT Partners Inc.","55.41","1132885099.59","n/a","2015","Finance","Investment Managers","https://www.nasdaq.com/symbol/pjt",
"PAA","Plains All American Pipeline, L.P.","23.43","17000403574.77","n/a","1998","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/paa",
"PAGP","Plains Group Holdings, L.P.","23.65","3713500248.7","n/a","2013","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/pagp",
"PLNT","Planet Fitness, Inc.","45.9","4516478619.3","n/a","2015","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/plnt",
"PLT","Plantronics, Inc.","82.21","3266915814.07","n/a","1994","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/plt",
"PAH","Platform Specialty Products Corporation","11.74","3382677804.08","n/a","2014","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/pah",
"EAGL","Platinum Eagle Acquisition Corp.","9.72","93304943.28","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/eagl",
"EAGLU","Platinum Eagle Acquisition Corp.","10.18","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/eaglu",
"EAGLW","Platinum Eagle Acquisition Corp.","1.4","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/eaglw",
"PLG","Platinum Group Metals Ltd.","0.1149","33439819.239","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/plg",
"PLYA","Playa Hotels & Resorts N.V.","11.17","1455969243.32","n/a","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/plya",
"AGS","PlayAGS, Inc.","28.86","1017141926.58","n/a","2018","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/ags",
"PHI","PLDT Inc.","24.1","5206944177.5","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/phi",
"PLXS","Plexus Corp.","62.41","2058138444.23","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/plxs",
"PLUG","Plug Power, Inc.","2.02","432834633.42","n/a","1999","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/plug",
"PLBC","Plumas Bancorp","28.25","144274897","n/a","n/a","Finance","Finance Companies","https://www.nasdaq.com/symbol/plbc",
"PS","Pluralsight, Inc.","25.86","3412887878.16","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ps",
"PSTI","Pluristem Therapeutics, Inc.","1.26","139694873.22","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/psti",
"PLXP","PLx Pharma Inc.","4.2","36666042","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/plxp",
"PLYM","Plymouth Industrial REIT, Inc.","15.9212","56616471.8116","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/plym",
"PLYM^A","Plymouth Industrial REIT, Inc.","24.52","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/plym^a",
"PNC","PNC Financial Services Group, Inc. (The)","136","63851830680","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/pnc",
"PNC.WS","PNC Financial Services Group, Inc. (The)","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pnc.ws",
"PNC^P","PNC Financial Services Group, Inc. (The)","27.85","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pnc^p",
"PNC^Q","PNC Financial Services Group, Inc. (The)","25.18","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pnc^q",
"PNM","PNM Resources, Inc. (Holding Co.)","39.7","3162248872.8","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/pnm",
"PBSK","Poage Bankshares, Inc.","20.25","70819170.75","n/a","2011","Finance","Savings Institutions","https://www.nasdaq.com/symbol/pbsk",
"PNTR","Pointer Telocation Ltd.","12.2","99210253.6","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/pntr",
"PCOM","Points International, Ltd.","17.4","247390764","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/pcom",
"POLA","Polar Power, Inc.","6.15","62380421.7","n/a","2016","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pola",
"PII","Polaris Industries Inc.","125.63","7932862128.24","n/a","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/pii",
"COOL","PolarityTE, Inc.","26.4","562435368","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cool",
"PLM","Polymet Mining Corp.","0.945","302804723.655","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/plm",
"POL","PolyOne Corporation","44.02","3520323992.26","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/pol",
"POOL","Pool Corporation","155.16","6279479894.52","n/a","1995","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/pool",
"POPE","Pope Resources","73","318253647","n/a","n/a","Consumer Non-Durables","Environmental Services","https://www.nasdaq.com/symbol/pope",
"BPOP","Popular, Inc.","46.05","4710261964.95","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpop",
"BPOPM","Popular, Inc.","23.6","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpopm",
"BPOPN","Popular, Inc.","25.09","301080000","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpopn",
"POR","Portland General Electric Company","44.25","3947741934.75","n/a","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/por",
"PTLA","Portola Pharmaceuticals, Inc.","40.79","2685009540.89","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptla",
"PKX","POSCO","70.4","22528245555.2","n/a","1994","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/pkx",
"POST","Post Holdings, Inc.","87.42","5882363729.7","n/a","2012","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/post",
